902e-9,125e-8,717e-9,124e-8,2163e-9,5538e-9
1432e-9,1157e-9,1178e-9,1121e-9,2402e-9,5909e-9
2036e-9,1516e-9,1464e-9,1489e-9,2751e-9,12918e-9
4912e-9,3277e-9,3984e-9,2305e-9,3741e-9,27058e-9
25661e-9,3704e-8,56649e-9,2297e-9,16681e-9,260062e-9
92571e-9,141693e-9,212704e-9,31735e-9,76647e-9,0.001204112
760153e-9,58848e-8,585392e-9,57884e-9,110011e-9,0.002653202
961406e-9,344737e-9,0.001244555,72088e-9,203867e-9,0.005462833
0.002672926,0.001050887,0.003178663,95639e-9,658798e-9,0.014606358
0.004904668,0.002866854,0.009207389,174272e-9,0.001485317,0.044976061
0.010191454,0.005222997,0.01897864,245468e-9,0.002479202,0.120366901
0.04425544,0.069692642,0.130661025,87467e-8,0.018735418,0.522883073
0.151841963,0.153870397,0.490812391,0.002714358,0.079796807,1.1316614
0.232990413,0.232735174,0.582746254,0.008729006,0.072330476,1.638421926
